,Speech,Product
6132,great leader indiarip amma god poor ones,NAG
6133,good decision arun jaitleyyou know well save sins killig people,CAG
6134,per us attorney convict imported male enhancement pills china distributed throughout us,CAG
6135,trump crass politician nothing like modi,OAG
6136,modi hatersplz mind ur business ur tonguelet go aheadtum jese logo ke vajase ye desh aage nhi badhrahaaese log hoge go ahead workhw bring good daysjus stop nonsense stop commenting u hate,CAG
6137,bhakt culture always eposed talk,CAG
6138,negative comments coming one particular section peoplewe understand pain,CAG
6139,multiply zeroepert opinion becomes onion letter p missed p stands passion multiplication,NAG
6140,type idiots qualifications type leaders shame indian political systemours biggest democracy fractured faulty constitution todays timeit need lots changesthe foul mouth leaders punished voters voter think big mistakejust think dirty pigs enemies society thrown gutter right place stupid leader,OAG
6141,whats future infy trading btwn  ,NAG
6142,demonetisation couldnt deliver short term benefits forget long term benefits even govt epecting better short term benefits  voted modi govt could acted according govts day dream result would much better short term benefits like terrorists cash crunch doesnt life months fake currencies r already seeing anticipating long term benefits benefits could achieved even without demonetisation giving incentives cashless transactions putting etra surcharges cash transactions,CAG
6143,gandhi killer ram nathu temple indiabig shame  india,CAG
6144,maken say dingra reportp,NAG
6145,n,NAG
6146,electric cars uses battery eide amaron good bets yrs,NAG
6147,grass root visionary tight slap intellectual illiterates ivy league univs,OAG
6148,hipocrisy best ak supporters anna hazre become budha chutiya shame friends corruption ak becone fight justice wah,CAG
6149,anyways indians dont need water look andhra pradesh,NAG
6150,short sweet anuj hard work commitment made reach new heights career like nifty hv fan since last ten years cheers,NAG
6151,samir people agree modiji aupport says trying correct  years congress misrule disagree tmc situation,NAG
6152,reminding indira gandhi rule cong gave slogan india indira,CAG
6153,noor azam mehsood hazara bot team owner noman shafiq bc f,NAG
6154,eating buffalo meatthough legal u cant buy chicken goat meatshame u kajoli knowing tht u much cheap,NAG
6155,nonsense better check google rather wasting time kb,OAG
6156,gvk given mumbai airport contract penny stock company damaged balance sheet take loans loans loans psu private sector banks subsidies government nearby land development couple years clearance environmental problem lots issues loans subsidies delays end struggles galore see individuals families getting richer whereas banks writing loans epense echequerwelcome ppp model india,NAG
6157,mental status equating sings played navarathri year everyday loud speaker calling azan five times day simple mental bancrupcy called liberals would anything everything defend illogical practices question every practice hinduism call called liberals liberals section majority,OAG
6158,well politics wins india shamebad days beginsbegning endnot sure,OAG
6159,many  congratulations,NAG
6160,provide list bjp promises work status cant plzthan st complete work compare,CAG
6161,earlier also threatened manner put chap behind bars,OAG
6162,maneka gandhi said powerlessness men also lead violence women,NAG
6163,miss venezuela miss philippines win,CAG
6164,u said muslims getting involved manner hindus kind people see benefitspls dont think r representing allcommunity thats true,CAG
6165,india one utter anything islam muslims criticise revival cuz knows modified political stunt separating hindu muslims proved helpful regain,OAG
6166,even mean new wave feminism single moms wrong ambitious self sufficient clearly radar privileged bubble lives always trying force socalled wholesome fairytalelike relationship everyones face evidently fake forced makes angry aviva avantika,CAG
6167,sikulars never ever agree say muslims dalits voted modi bjp would like indians eternally divided mark muslim women dalits voted massively bjp every state,NAG
6168,u r obsessed bjp,OAG
6169,nepotism eists world sort profession talent dedication ability things carry forward profession personal success achievement getting job enough climb ladders freedom speech feminism two different matters,NAG
6170,modi ji inform black money keepers sending employees bank change cash main reason long queue,CAG
6171,true,OAG
6172,keep going without worry votes net general election,CAG
6173,bjp n rss r trying invade privacy indians ndtv get ur data right,OAG
6174,due respect non veg people really gives goosebumps eat meat offence towards one sorry advance personal opinionm pure veg idea eating non veg makes sick,CAG
6175,cnbc thinks important news,NAG
6176,hello sir u enjoyed ur tenure n people india also lucky governer like u always thought better economy india hats u sir u r gr us n forever salute n respect sir,NAG
6177,trained kejriwal,CAG
6178,surface missiles test one,OAG
6179,also take shirish kunders words seriously indian epress surely made ramnath goenka proud considering flop directors view seriously thank,CAG
6180,market surge tomorrow fed meet outcome anyways priced,NAG
6181,certainly directed religions curb noise pollution,CAG
6182,well said,CAG
6183,petrol diesel prices come month end review oil cos,NAG
6184,disappointing many countries abiding fda commitments commerce minister,OAG
6185,netas every party check public servants humiliated public view law order never established,CAG
6186,shirish kunder enters password shirish kunder computer like special characters needed reenters shirsh slapped shahrukh khan computeraccepted,NAG
6187,send mental hospital mad,OAG
6188,follow religion inside home public place,OAG
6189,think even aware mr shunglu,NAG
6190,terrosit coem arab rightt os peka india ok,OAG
6191,salute message terrorists,CAG
6192,hmm good going bajaj dont compete royal enfield coz thats totally different cult one thing make metal body plastic body,NAG
6193, coming china lol,CAG
6194,lathi charge water cannons become illegal,CAG
6195,hell u dnt show income cricketers earn der blck money match fiing nd eg dhoni nd bt dey got coz dey deserved nd make clear,NAG
6196,biggest looser annau joined mamta banerjee u saw public rally u ran away dont u tell others report parties,CAG
6197,debate decision correct done improve implementation run  mobile van atm villagers daily money send via mobile vans far flung areas especially villages,CAG
6198,respect make india green living simple,NAG
6199,every incident type debate watch tv screens people panel labi labi phakte days start praising revenue,OAG
6200,tht bloody dis nation would release il pray fr u come back soon bro,OAG
6201,love momo,NAG
6202,markets crash november wait buy lower levels,NAG
6203,glass roof sunny country like indianot great ideawill make green house,NAG
6204,bhai tell black money lies wid politicians beaurocrats earned scams nt wid common peoples india suffering lot,CAG
6205,amazing job keep rajamouli,NAG
6206,thats power,CAG
6207,shilpa medicare running rs  already reached fair price today,NAG
6208,allow body discover discover best selfie,NAG
6209,yes link also depot mutiny bhansali beating,CAG
6210,inpune location wipro bpo use hire people rd party payrole f c road location employees treated hell,CAG
6211,muslim india deserves reservationit rightthey attacked india arent mainstream,CAG
6212,yeah thats case wonder visit guys lol oh yeah banana republic,NAG
6213,rattan tata lead front intolerance emancipation  crore indians bluffed modi co,NAG
6214,leftists goonda n jehadist scoundrels rich cultural heritage shown silver screen much leaveltks movie,NAG
6215,kids smile,NAG
6216,shakshi maharaja much better,CAG
6217,anna hajara joined bjp,NAG
6218,abided supreme court order pawan goenka,NAG
6219,ok time paid media cant digest modi popularity net bring,NAG
6220,trust uber drivers loose thing inthe cab never give back lost cellphone mints driver switched cell uber give replay mailsnever trust uber,NAG
